city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,reanalysis_specific_humidity_g_per_kg_lag1,reanalysis_specific_humidity_g_per_kg_lag2,reanalysis_specific_humidity_g_per_kg_lag3,reanalysis_specific_humidity_g_per_kg_lag4,reanalysis_dew_point_temp_k_lag1,reanalysis_dew_point_temp_k_lag2,reanalysis_dew_point_temp_k_lag3,reanalysis_dew_point_temp_k_lag4,reanalysis_relative_humidity_percent_lag1,reanalysis_relative_humidity_percent_lag2,reanalysis_relative_humidity_percent_lag3,reanalysis_relative_humidity_percent_lag4,reanalysis_avg_temp_k_lag1,reanalysis_avg_temp_k_lag2,reanalysis_avg_temp_k_lag3,reanalysis_avg_temp_k_lag4,station_avg_temp_c_lag1,station_avg_temp_c_lag2,station_avg_temp_c_lag3,station_avg_temp_c_lag4,ndvi_ne_lag1,ndvi_ne_lag2,ndvi_ne_lag3,ndvi_ne_lag4,ndvi_nw_lag1,ndvi_nw_lag2,ndvi_nw_lag3,ndvi_nw_lag4,ndvi_se_lag1,ndvi_se_lag2,ndvi_se_lag3,ndvi_se_lag4,ndvi_sw_lag1,ndvi_sw_lag2,ndvi_sw_lag3,ndvi_sw_lag4,precipitation_amt_mm_lag1,precipitation_amt_mm_lag2,precipitation_amt_mm_lag3,precipitation_amt_mm_lag4,reanalysis_specific_humidity_g_per_kg_roll3,reanalysis_specific_humidity_g_per_kg_roll4,reanalysis_avg_temp_k_roll3,reanalysis_avg_temp_k_roll4,station_avg_temp_c_roll3,station_avg_temp_c_roll4,reanalysis_relative_humidity_percent_roll3,reanalysis_relative_humidity_percent_roll4,ndvi_ne_roll3,ndvi_ne_roll4,ndvi_nw_roll3,ndvi_nw_roll4,ndvi_se_roll3,ndvi_se_roll4,ndvi_sw_roll3,ndvi_sw_roll4,precipitation_amt_mm_roll3,precipitation_amt_mm_roll4,week_sin,week_cos,total_cases_log
sj,1990,32,1990-08-06,0.1704,0.06433333,0.1644429,0.1388571,28.8,300.391428571,300.478571429,296.532857143,302.5,298.8,20.0,79.65,28.8,17.95,2.32857142857,28.2,7.55714285714,33.3,23.3,11.4,23,17.5942857143,17.3414285714,17.7371428571,17.4185714286,296.172857143,295.96,296.334285714,296.041428571,80.5842857143,80.7428571429,82.1442857143,81.4671428571,299.95,299.635714286,299.75,299.592857143,28.2428571429,28.1142857143,28.1285714286,27.5571428571,0.16048335,0.1505667,0.2916,0.192875,0.24715,0.1717,0.2118,0.08235,0.3797,0.2269,0.3012,0.1919429,0.3813571,0.2145571,0.2806667,0.1529286,32.66,16.48,59.17,22.27,17.62857142856667,17.6557142857,300.02142857166666,299.95357142875,28.185714285733336,28.17142857145,80.32571428573334,80.780357142875,0.16048335,0.1932625125,0.16106111,0.1737458325,0.2570143,0.268060725,0.24492376666666668,0.2538595,25.98,34.277499999999996,-0.663122658240795,-0.7485107481711013,3.1780538303479458
sj,1990,33,1990-08-13,0.18031665,0.1280333,0.2069571,0.1682429,90.75,299.958571429,299.957142857,297.035714286,302.6,298.5,101.9,84.1785714286,90.75,18.5157142857,1.85714285714,28.0428571429,6.68571428571,32.8,22.8,44.7,13,17.95,17.5942857143,17.3414285714,17.7371428571,296.532857143,296.172857143,295.96,296.334285714,79.65,80.5842857143,80.7428571429,82.1442857143,300.478571429,299.95,299.635714286,299.75,28.2,28.2428571429,28.1142857143,28.1285714286,0.1704,0.16048335,0.1505667,0.2916,0.06433333,0.24715,0.1717,0.2118,0.1644429,0.3797,0.2269,0.3012,0.1388571,0.3813571,0.2145571,0.2806667,28.8,32.66,16.48,59.17,18.02,17.85035714285,300.12857142866665,300.00535714299997,28.161904761933332,28.150000000025,81.47095238096666,81.28892857145,0.1704,0.16544167499999998,0.14650554333333335,0.15280415749999998,0.2503666666666667,0.2445,0.22948570000000001,0.22575355,50.73666666666666,42.17249999999999,-0.7485107481711011,-0.6631226582407952,2.639057329615259
sj,1990,34,1990-08-20,0.1902333,0.1688,0.1676571,0.1722857,32.4,300.332857143,300.414285714,296.728571429,302.5,298.1,25.9,80.9471428571,32.4,18.1742857143,2.48571428571,28.3428571429,7.01428571429,33.3,23.3,5.4,21,18.5157142857,17.95,17.5942857143,17.3414285714,297.035714286,296.532857143,296.172857143,295.96,84.1785714286,79.65,80.5842857143,80.7428571429,299.957142857,300.478571429,299.95,299.635714286,28.0428571429,28.2,28.2428571429,28.1142857143,0.18031665,0.1704,0.16048335,0.1505667,0.1280333,0.06433333,0.24715,0.1717,0.2069571,0.1644429,0.3797,0.2269,0.1682429,0.1388571,0.3813571,0.2145571,90.75,28.8,32.66,16.48,18.213333333333335,18.058571428575,300.28333333333336,300.20000000000005,28.19523809526667,28.207142857175,81.59190476190001,81.34,0.18031664999999997,0.17535832499999998,0.12038887666666666,0.1520791575,0.17968569999999998,0.229689275,0.15979523333333334,0.21518569999999998,50.65,46.152499999999996,-0.8229838658936564,-0.5680647467311559,3.091042453358316
sj,1990,35,1990-08-27,0.2529,0.33075,0.2641714,0.2843143,40.94,300.118571429,300.221428571,297.017142857,302.2,298.7,39.8,83.3485714286,40.94,18.5157142857,1.9,28.6571428571,6.52857142857,32.2,24.4,13.7,28,18.1742857143,18.5157142857,17.95,17.5942857143,296.728571429,297.035714286,296.532857143,296.172857143,80.9471428571,84.1785714286,79.65,80.5842857143,300.414285714,299.957142857,300.478571429,299.95,28.3428571429,28.0428571429,28.2,28.2428571429,0.1902333,0.18031665,0.1704,0.16048335,0.1688,0.1280333,0.06433333,0.24715,0.1676571,0.2069571,0.1644429,0.3797,0.1722857,0.1682429,0.1388571,0.3813571,32.4,90.75,28.8,32.66,18.4019047619,18.288928571425,300.1976190473333,300.26785714275,28.347619047633334,28.310714285725002,82.82476190476666,82.031071428575,0.20781664999999996,0.1984624875,0.20919443333333332,0.17297915749999998,0.21292853333333336,0.20080712499999998,0.20828096666666665,0.190925,54.696666666666665,48.2225,-0.8854560256532096,-0.4647231720437691,3.367295829986474
sj,1990,36,1990-09-03,0.2354,0.200025,0.2838167,0.2304429,28.86,300.53,300.635714286,296.117142857,303.8,298.0,30.4,77.1728571429,28.86,17.56,3.47142857143,28.3285714286,7.61428571429,32.8,23.3,14.2,24,18.5157142857,18.1742857143,18.5157142857,17.95,297.017142857,296.728571429,297.035714286,296.532857143,83.3485714286,80.9471428571,84.1785714286,79.65,300.221428571,300.414285714,299.957142857,300.478571429,28.6571428571,28.3428571429,28.0428571429,28.2,0.2529,0.1902333,0.18031665,0.1704,0.33075,0.1688,0.1280333,0.06433333,0.2641714,0.1676571,0.2069571,0.1644429,0.2843143,0.1722857,0.1682429,0.1388571,40.94,32.4,90.75,28.8,18.083333333333332,18.191428571425,300.42380952366665,300.30714285700003,28.442857142866668,28.342857142875,80.48952380953334,81.4117857143,0.22617776666666667,0.2147124875,0.23319166666666669,0.20690207500000002,0.2385484,0.230650575,0.2290143,0.21382145,34.06666666666666,48.23749999999999,-0.9350162426854147,-0.3546048870425359,3.2188758248682006
sj,1990,37,1990-09-10,0.1279667,0.4371,0.1234,0.1482833,64.56,300.674285714,300.792857143,297.192857143,302.9,299.0,24.18,81.5514285714,64.56,18.7771428571,2.9,28.6857142857,8.05714285714,33.9,24.4,25.9,20,17.56,18.5157142857,18.1742857143,18.5157142857,296.117142857,297.017142857,296.728571429,297.035714286,77.1728571429,83.3485714286,80.9471428571,84.1785714286,300.635714286,300.221428571,300.414285714,299.957142857,28.3285714286,28.6571428571,28.3428571429,28.0428571429,0.2354,0.2529,0.1902333,0.18031665,0.200025,0.33075,0.1688,0.1280333,0.2838167,0.2641714,0.1676571,0.2069571,0.2304429,0.2843143,0.1722857,0.1682429,28.86,40.94,32.4,90.75,18.284285714266666,18.256785714274997,300.55,300.5160714285,28.557142857133332,28.503571428575,80.69095238096666,80.755,0.20542223333333332,0.201625,0.322625,0.28416874999999997,0.2237960333333333,0.20976129999999998,0.22101350000000006,0.20883155,44.78666666666666,41.68999999999999,-0.970941817426052,-0.23931566428755774,3.044522437723423
sj,1990,38,1990-09-17,0.19635,0.1824333,0.2548286,0.3056857,143.73,299.857142857,299.9,296.431428571,301.7,298.7,36.6,81.6371428571,143.73,17.8928571429,1.74285714286,28.2428571429,8.11428571429,32.8,23.9,3.3,40,18.7771428571,17.56,18.5157142857,18.1742857143,297.192857143,296.117142857,297.017142857,296.728571429,81.5514285714,77.1728571429,83.3485714286,80.9471428571,300.792857143,300.635714286,300.221428571,300.414285714,28.6857142857,28.3285714286,28.6571428571,28.3428571429,0.1279667,0.2354,0.2529,0.1902333,0.4371,0.200025,0.33075,0.1688,0.1234,0.2838167,0.2641714,0.1676571,0.1482833,0.2304429,0.2843143,0.1722857,64.56,28.86,40.94,32.4,18.076666666666664,18.186428571424997,300.44285714299997,300.3875,28.419047619066664,28.478571428575002,80.12047619046666,80.9275,0.1865722333333333,0.203154175,0.2731861,0.28757707499999996,0.22068176666666664,0.231554175,0.2281373,0.24218155000000002,79.05,69.52249999999998,-0.992708874098054,-0.12053668025532357,3.713572066704308
sj,1990,39,1990-09-24,0.1161,0.2609,0.1994429,0.2442167,51.39,300.427142857,300.6,296.028571429,302.4,299.1,16.4,77.0485714286,51.39,17.4685714286,2.25714285714,28.3428571429,7.72857142857,32.8,24.4,15.8,27,17.8928571429,18.7771428571,17.56,18.5157142857,296.431428571,297.192857143,296.117142857,297.017142857,81.6371428571,81.5514285714,77.1728571429,83.3485714286,299.9,300.792857143,300.635714286,300.221428571,28.2428571429,28.6857142857,28.3285714286,28.6571428571,0.19635,0.1279667,0.2354,0.2529,0.1824333,0.4371,0.200025,0.33075,0.2548286,0.1234,0.2838167,0.2641714,0.3056857,0.1482833,0.2304429,0.2843143,143.73,64.56,28.86,40.94,18.0461904762,17.924642857149998,300.430952381,300.48214285725,28.42380952383333,28.400000000025003,80.07904761903333,79.35249999999999,0.14680556666666666,0.16895417499999998,0.2934777666666667,0.270114575,0.19255716666666667,0.21537204999999998,0.23272856666666666,0.23215715,86.56,72.13499999999999,-1.0,-1.8369701987210297e-16,3.332204510175204
sj,1990,40,1990-10-01,0.22855,0.18975,0.2124857,0.2011857,31.18,300.775714286,300.85,296.664285714,303.3,299.1,36.1,78.52,31.18,18.18,2.9,28.7714285714,8.02857142857,33.3,23.9,11.7,42,17.4685714286,17.8928571429,18.7771428571,17.56,296.028571429,296.431428571,297.192857143,296.117142857,77.0485714286,81.6371428571,81.5514285714,77.1728571429,300.6,299.9,300.792857143,300.635714286,28.3428571429,28.2428571429,28.6857142857,28.3285714286,0.1161,0.19635,0.1279667,0.2354,0.2609,0.1824333,0.4371,0.200025,0.1994429,0.2548286,0.1234,0.2838167,0.2442167,0.3056857,0.1482833,0.2304429,51.39,143.73,64.56,28.86,17.847142857166666,18.07964285715,300.45,300.53571428575003,28.452380952400002,28.510714285725,79.06857142856666,79.689285714275,0.18033333333333332,0.16724167499999998,0.21102776666666667,0.267545825,0.22225240000000002,0.1975393,0.2503627,0.22484285,75.43333333333332,72.71499999999999,-0.992708874098054,0.1205366802553232,3.7612001156935624
sj,1990,41,1990-10-08,0.17115,0.06755,0.1794667,0.1577167,51.42,299.857142857,299.942857143,296.928571429,301.8,298.1,132.4,84.11,51.42,18.5128571429,2.57142857143,28.6285714286,7.31428571429,33.3,24.4,57.7,33,18.18,17.4685714286,17.8928571429,18.7771428571,296.664285714,296.028571429,296.431428571,297.192857143,78.52,77.0485714286,81.6371428571,81.5514285714,300.85,300.6,299.9,300.792857143,28.7714285714,28.3428571429,28.2428571429,28.6857142857,0.22855,0.1161,0.19635,0.1279667,0.18975,0.2609,0.1824333,0.4371,0.2124857,0.1994429,0.2548286,0.1234,0.2011857,0.2442167,0.3056857,0.1482833,31.18,51.39,143.73,64.56,18.053809523833333,18.0135714286,300.46428571433336,300.32321428575,28.580952380966668,28.49642857145,79.89285714286666,80.328928571425,0.1719333333333333,0.1780375,0.17273333333333332,0.175158325,0.19713176666666668,0.211555975,0.20103970000000002,0.2272012,44.663333333333334,69.42999999999999,-0.9709418174260521,0.23931566428755738,3.5263605246161616
sj,1990,42,1990-10-15,0.158675,0.0702,0.1816167,0.16575,143.55,299.195714286,299.307142857,296.544285714,301.5,297.5,279.6,85.6214285714,143.55,18.1157142857,1.87142857143,27.6285714286,7.4,32.8,23.3,61.8,43,18.5128571429,18.18,17.4685714286,17.8928571429,296.928571429,296.664285714,296.028571429,296.431428571,84.11,78.52,77.0485714286,81.6371428571,299.942857143,300.85,300.6,299.9,28.6285714286,28.7714285714,28.3428571429,28.2428571429,0.17115,0.22855,0.1161,0.19635,0.06755,0.18975,0.2609,0.1824333,0.1794667,0.2124857,0.1994429,0.2548286,0.1577167,0.2011857,0.2442167,0.3056857,51.42,31.18,51.39,143.73,18.269523809533336,18.0692857143,300.03333333333336,300.175,28.342857142866666,28.342857142874998,82.75047619046667,81.325,0.18612499999999998,0.16861874999999998,0.10916666666666668,0.1471,0.19118970000000002,0.193253,0.17488413333333333,0.19221727500000002,75.38333333333334,69.38499999999999,-0.9350162426854148,0.35460488704253557,3.784189633918261
sj,1990,43,1990-10-22,0.1462,0.08975,0.1288286,0.1239286,127.03,298.902857143,299.042857143,296.257142857,300.9,297.2,94.52,85.5028571429,127.03,17.75,1.8,26.7714285714,7.62857142857,32.2,21.7,91.5,37,18.1157142857,18.5128571429,18.18,17.4685714286,296.544285714,296.928571429,296.664285714,296.028571429,85.6214285714,84.11,78.52,77.0485714286,299.307142857,299.942857143,300.85,300.6,27.6285714286,28.6285714286,28.7714285714,28.3428571429,0.158675,0.17115,0.22855,0.1161,0.0702,0.06755,0.18975,0.2609,0.1816167,0.1794667,0.2124857,0.1994429,0.16575,0.1577167,0.2011857,0.2442167,143.55,51.42,31.18,51.39,18.126190476199998,18.13964285715,299.430952381,299.78571428575003,27.676190476200002,27.950000000000003,85.07809523809999,83.438571428575,0.158675,0.17614375,0.07583333333333332,0.1043125,0.163304,0.175599425,0.14913176666666664,0.16214525,107.33333333333333,88.295,-0.8854560256532101,0.464723172043768,3.6375861597263857
