city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,reanalysis_specific_humidity_g_per_kg_lag1,reanalysis_specific_humidity_g_per_kg_lag2,reanalysis_specific_humidity_g_per_kg_lag3,reanalysis_specific_humidity_g_per_kg_lag4,reanalysis_dew_point_temp_k_lag1,reanalysis_dew_point_temp_k_lag2,reanalysis_dew_point_temp_k_lag3,reanalysis_dew_point_temp_k_lag4,reanalysis_relative_humidity_percent_lag1,reanalysis_relative_humidity_percent_lag2,reanalysis_relative_humidity_percent_lag3,reanalysis_relative_humidity_percent_lag4,reanalysis_avg_temp_k_lag1,reanalysis_avg_temp_k_lag2,reanalysis_avg_temp_k_lag3,reanalysis_avg_temp_k_lag4,station_avg_temp_c_lag1,station_avg_temp_c_lag2,station_avg_temp_c_lag3,station_avg_temp_c_lag4,ndvi_ne_lag1,ndvi_ne_lag2,ndvi_ne_lag3,ndvi_ne_lag4,ndvi_nw_lag1,ndvi_nw_lag2,ndvi_nw_lag3,ndvi_nw_lag4,ndvi_se_lag1,ndvi_se_lag2,ndvi_se_lag3,ndvi_se_lag4,ndvi_sw_lag1,ndvi_sw_lag2,ndvi_sw_lag3,ndvi_sw_lag4,precipitation_amt_mm_lag1,precipitation_amt_mm_lag2,precipitation_amt_mm_lag3,precipitation_amt_mm_lag4,reanalysis_specific_humidity_g_per_kg_roll3,reanalysis_specific_humidity_g_per_kg_roll4,reanalysis_avg_temp_k_roll3,reanalysis_avg_temp_k_roll4,station_avg_temp_c_roll3,station_avg_temp_c_roll4,reanalysis_relative_humidity_percent_roll3,reanalysis_relative_humidity_percent_roll4,ndvi_ne_roll3,ndvi_ne_roll4,ndvi_nw_roll3,ndvi_nw_roll4,ndvi_se_roll3,ndvi_se_roll4,ndvi_sw_roll3,ndvi_sw_roll4,precipitation_amt_mm_roll3,precipitation_amt_mm_roll4,week_sin,week_cos,total_cases_log
iq,2000,40,2000-10-07,0.33754,0.2769429,0.2775,0.25505,46.22,298.372857143,300.5,294.664285714,309.8,292.7,16.6,82.3714285714,46.22,16.1485714286,11.9714285714,26.7,11.675,34.0,20.0,63.0,0,14.7985714286,14.3385714286,15.2271428571,12.6528571429,293.217142857,292.707142857,293.64,290.635714286,71.4628571429,77.4871428571,71.66,57.7871428571,300.885714286,298.514285714,301.371428571,301.935714286,27.15,27.5333333333,27.425,28.3666666667,0.1756857,0.3488143,0.2846571,0.2955857,0.09948333,0.2957167,0.3097571,0.2956833,0.2257143,0.4048429,0.3878833,0.3122143,0.1827857,0.2425714,0.3281571,0.2659286,95.89,97.55,34.62,23.12,15.095238095266666,15.128214285725,299.96666666666664,300.31785714275,27.127777777766667,27.202083333325,77.10714285713334,75.74535714285,0.28734666666666664,0.28667427500000003,0.2240476433333333,0.2454750075,0.3026857333333333,0.323985125,0.22680236666666667,0.25214105,79.88666666666667,68.57,-0.992708874098054,0.1205366802553232,0.0
iq,2000,41,2000-10-14,0.2235333,0.1339143,0.3498,0.1009167,31.1,298.474285714,300.285714286,294.592857143,309.2,291.9,21.9,81.5228571429,31.1,16.0714285714,13.4857142857,27.6571428571,11.3,34.0,21.0,3.0,1,16.1485714286,14.7985714286,14.3385714286,15.2271428571,294.664285714,293.217142857,292.707142857,293.64,82.3714285714,71.4628571429,77.4871428571,71.66,300.5,300.885714286,298.514285714,301.371428571,26.7,27.15,27.5333333333,27.425,0.33754,0.1756857,0.3488143,0.2846571,0.2769429,0.09948333,0.2957167,0.3097571,0.2775,0.2257143,0.4048429,0.3878833,0.25505,0.1827857,0.2425714,0.3281571,46.22,95.89,97.55,34.62,15.672857142866667,15.339285714299999,300.5571428573333,300.0464285715,27.169047619033332,27.260119047599996,78.4523809524,78.211071428575,0.24558633333333335,0.271393325,0.17011350999999997,0.2015143075,0.2843381,0.31446430000000003,0.17958413333333334,0.19533095,57.73666666666667,67.69,-0.9709418174260521,0.23931566428755738,0.6931471805599453
iq,2000,42,2000-10-21,0.2748,0.1870571,0.3739429,0.2794714,25.21,299.211428571,301.15,294.007142857,311.8,292.3,9.9,75.54,25.21,15.5285714286,14.9285714286,27.775,12.275,36.0,21.0,45.2,1,16.0714285714,16.1485714286,14.7985714286,14.3385714286,294.592857143,294.664285714,293.217142857,292.707142857,81.5228571429,82.3714285714,71.4628571429,77.4871428571,300.285714286,300.5,300.885714286,298.514285714,27.6571428571,26.7,27.15,27.5333333333,0.2235333,0.33754,0.1756857,0.3488143,0.1339143,0.2769429,0.09948333,0.2957167,0.3498,0.2775,0.2257143,0.4048429,0.1009167,0.25505,0.1827857,0.2425714,31.1,46.22,95.89,97.55,15.9161904762,15.6367857143,300.6452380953333,300.705357143,27.377380952366664,27.320535714275,79.81142857143332,77.72428571430001,0.27862443333333337,0.25288974999999997,0.19930476666666666,0.17434940749999997,0.33374763333333335,0.3067393,0.2118127,0.20455595,34.17666666666667,49.605000000000004,-0.9350162426854148,0.35460488704253557,0.6931471805599453
iq,2000,43,2000-10-28,0.3673,0.30555,0.45538,0.3258,49.25,299.541428571,301.1,294.708571429,310.2,291.9,23.3,76.9414285714,49.25,16.1957142857,13.4571428571,28.0,12.4666666667,34.6,20.0,57.9,0,15.5285714286,16.0714285714,16.1485714286,14.7985714286,294.007142857,294.592857143,294.664285714,293.217142857,75.54,81.5228571429,82.3714285714,71.4628571429,301.15,300.285714286,300.5,300.885714286,27.775,27.6571428571,26.7,27.15,0.2748,0.2235333,0.33754,0.1756857,0.1870571,0.1339143,0.2769429,0.09948333,0.3739429,0.3498,0.2775,0.2257143,0.2794714,0.1009167,0.25505,0.1827857,25.21,31.1,46.22,95.89,15.9319047619,15.986071428574999,300.84523809533334,300.7589285715,27.810714285699998,27.533035714275,78.00142857143332,79.093928571425,0.28854443333333335,0.300793325,0.20884046666666667,0.22586607499999997,0.3930409666666667,0.36415572500000004,0.23539603333333328,0.240309525,35.186666666666675,37.945,-0.8854560256532101,0.464723172043768,0.0
iq,2000,44,2000-11-04,0.2951,0.21152,0.3044,0.2796167,67.64,299.44,300.821428571,295.274285714,312.2,292.4,20.2,79.4285714286,67.64,16.8685714286,13.3285714286,27.6,12.3333333333,35.5,21.1,7.1,0,16.1957142857,15.5285714286,16.0714285714,16.1485714286,294.708571429,294.007142857,294.592857143,294.664285714,76.9414285714,75.54,81.5228571429,82.3714285714,301.1,301.15,300.285714286,300.5,28.0,27.775,27.6571428571,26.7,0.3673,0.2748,0.2235333,0.33754,0.30555,0.1870571,0.1339143,0.2769429,0.45538,0.3739429,0.3498,0.2775,0.3258,0.2794714,0.1009167,0.25505,49.25,25.21,31.1,46.22,16.197619047633335,16.166071428575,301.02380952366667,300.83928571424997,27.791666666666668,27.758035714275,77.30333333333333,78.358214285725,0.3124,0.290183325,0.23470903333333334,0.20951034999999998,0.3779076333333333,0.370880725,0.29496269999999997,0.24645119999999998,47.366666666666674,43.3,-0.822983865893657,0.5680647467311548,0.0
iq,2000,45,2000-11-11,0.2713667,0.1515667,0.34725,0.2318667,51.83,300.748571429,301.807142857,295.28,310.4,294.3,19.2,74.8028571429,51.83,16.8471428571,12.8714285714,28.175,12.25,35.2,21.5,13.5,0,16.8685714286,16.1957142857,15.5285714286,16.0714285714,295.274285714,294.708571429,294.007142857,294.592857143,79.4285714286,76.9414285714,75.54,81.5228571429,300.821428571,301.1,301.15,300.285714286,27.6,28.0,27.775,27.6571428571,0.2951,0.3673,0.2748,0.2235333,0.21152,0.30555,0.1870571,0.1339143,0.3044,0.45538,0.3739429,0.3498,0.2796167,0.3258,0.2794714,0.1009167,67.64,49.25,25.21,31.1,16.63714285713333,16.36,301.24285714266665,301.219642857,27.925,27.887500000000003,77.05761904763334,76.67821428572499,0.3112555666666667,0.302141675,0.22287890000000002,0.21392345,0.36901,0.37024322499999995,0.27909446666666665,0.2791887,56.24000000000001,48.4825,-0.7485107481711011,0.6631226582407952,0.0
iq,2000,46,2000-11-18,0.09993333,0.03586,0.1954857,0.06418333,39.25,301.637142857,302.614285714,294.232857143,311.8,294.2,3.6,67.1857142857,39.25,15.88,13.3714285714,29.025,13.1,36.4,21.7,0.0,0,16.8471428571,16.8685714286,16.1957142857,15.5285714286,295.28,295.274285714,294.708571429,294.007142857,74.8028571429,79.4285714286,76.9414285714,75.54,301.807142857,300.821428571,301.1,301.15,28.175,27.6,28.0,27.775,0.2713667,0.2951,0.3673,0.2748,0.1515667,0.21152,0.30555,0.1870571,0.34725,0.3044,0.45538,0.3739429,0.2318667,0.2796167,0.3258,0.2794714,51.83,67.64,49.25,25.21,16.5319047619,16.447857142849998,301.74761904733333,301.5857142855,28.26666666666667,28.2,73.80571428573333,74.58964285715,0.22213334333333334,0.2584250075,0.13298223333333337,0.176124175,0.28237856666666666,0.325628925,0.19188890999999997,0.2253666825,52.90666666666667,51.9925,-0.6631226582407955,0.7485107481711007,0.0
iq,2000,47,2000-11-25,0.1699833,0.2893,0.3009833,0.1709167,55.91,300.872857143,301.914285714,293.06,311.1,293.6,11.2,66.0428571429,55.91,14.7685714286,13.1428571429,27.7,11.35,36.5,21.5,9.5,0,15.88,16.8471428571,16.8685714286,16.1957142857,294.232857143,295.28,295.274285714,294.708571429,67.1857142857,74.8028571429,79.4285714286,76.9414285714,302.614285714,301.807142857,300.821428571,301.1,29.025,28.175,27.6,28.0,0.09993333,0.2713667,0.2951,0.3673,0.03586,0.1515667,0.21152,0.30555,0.1954857,0.34725,0.3044,0.45538,0.06418333,0.2318667,0.2796167,0.3258,39.25,51.83,67.64,49.25,15.8319047619,16.091071428575,302.11190476166666,301.789285714,28.299999999999997,28.125,69.34380952383333,71.86500000002499,0.18042777666666665,0.2090958325,0.15890890000000002,0.172061675,0.28123966666666667,0.28702975,0.15565557666666666,0.1866458575,48.99666666666667,53.6575,-0.5680647467311559,0.8229838658936564,0.0
iq,2000,48,2000-12-02,0.2519714,0.2538,0.3235143,0.3191,20.65,299.23,301.264285714,294.717142857,310.0,293.5,14.5,78.8857142857,20.65,16.2442857143,12.0142857143,27.05,11.575,34.2,21.0,19.0,0,14.7685714286,15.88,16.8471428571,16.8685714286,293.06,294.232857143,295.28,295.274285714,66.0428571429,67.1857142857,74.8028571429,79.4285714286,301.914285714,302.614285714,301.807142857,300.821428571,27.7,29.025,28.175,27.6,0.1699833,0.09993333,0.2713667,0.2951,0.2893,0.03586,0.1515667,0.21152,0.3009833,0.1954857,0.34725,0.3044,0.1709167,0.06418333,0.2318667,0.2796167,55.91,39.25,51.83,67.64,15.630952380966667,15.934999999999999,301.93095238066667,301.89999999975,27.925,27.9875,70.70476190476667,71.7292857143,0.17396267666666665,0.19831368249999998,0.19298666666666672,0.182631675,0.2733277666666667,0.291808325,0.18473334333333333,0.19651668249999998,38.60333333333333,41.910000000000004,-0.4647231720437684,0.88545602565321,0.0
iq,2000,49,2000-12-09,0.1658333,0.1824143,0.2545667,0.18625,24.53,300.242857143,301.028571429,293.305714286,312.2,292.0,1.7,68.5571428571,24.53,14.9,15.4571428571,28.0,12.0,34.0,22.0,0.8,0,16.2442857143,14.7685714286,15.88,16.8471428571,294.717142857,293.06,294.232857143,295.28,78.8857142857,66.0428571429,67.1857142857,74.8028571429,301.264285714,301.914285714,302.614285714,301.807142857,27.05,27.7,29.025,28.175,0.2519714,0.1699833,0.09993333,0.2713667,0.2538,0.2893,0.03586,0.1515667,0.3235143,0.3009833,0.1954857,0.34725,0.3191,0.1709167,0.06418333,0.2318667,20.65,55.91,39.25,51.83,15.304285714299999,15.448214285725,301.4023809523333,301.70535714275,27.583333333333332,27.94375,71.1619047619,70.16785714285001,0.19592933333333332,0.1719303325,0.24183810000000003,0.19034357500000001,0.29302143333333336,0.2686375,0.2254222333333333,0.1851125075,33.696666666666665,35.085,-0.35460488704253595,0.9350162426854147,0.0
iq,2000,50,2000-12-16,0.3387857,0.3168286,0.3503429,0.2977,111.06,298.757142857,300.342857143,294.52,311.4,291.9,48.76,80.4085714286,111.06,16.0985714286,11.9714285714,26.6166666667,9.65,33.8,21.0,67.2,1,14.9,16.2442857143,14.7685714286,15.88,293.305714286,294.717142857,293.06,294.232857143,68.5571428571,78.8857142857,66.0428571429,67.1857142857,301.028571429,301.264285714,301.914285714,302.614285714,28.0,27.05,27.7,29.025,0.1658333,0.2519714,0.1699833,0.09993333,0.1824143,0.2538,0.2893,0.03586,0.2545667,0.3235143,0.3009833,0.1954857,0.18625,0.3191,0.1709167,0.06418333,24.53,20.65,55.91,39.25,15.747619047633334,15.502857142875,300.87857142866665,301.1375,27.22222222223333,27.341666666675,75.95047619046666,73.473571428575,0.25219680000000005,0.231643425,0.2510143,0.260585725,0.3094746333333333,0.3073518,0.26768333333333333,0.24349167500000002,52.080000000000005,53.0375,-0.2393156642875578,0.970941817426052,0.6931471805599453
iq,2000,51,2000-12-23,0.2650143,0.1690571,0.2348667,0.3022429,3.9,300.411428571,302.0,291.092857143,311.2,294.6,5.7,60.6414285714,3.9,13.1885714286,13.0,28.2,12.2833333333,35.0,21.0,0.0,0,16.0985714286,14.9,16.2442857143,14.7685714286,294.52,293.305714286,294.717142857,293.06,80.4085714286,68.5571428571,78.8857142857,66.0428571429,300.342857143,301.028571429,301.264285714,301.914285714,26.6166666667,28.0,27.05,27.7,0.3387857,0.1658333,0.2519714,0.1699833,0.3168286,0.1824143,0.2538,0.2893,0.3503429,0.2545667,0.3235143,0.3009833,0.2977,0.18625,0.3191,0.1709167,111.06,24.53,20.65,55.91,14.729047619066668,15.107857142875,301.123809524,301.1589285715,27.605555555566667,27.466666666675,69.86904761903334,72.1232142857,0.2565444333333334,0.255401175,0.22276666666666667,0.230525,0.27992543333333336,0.29082265,0.2620643,0.276323225,46.49666666666667,40.035000000000004,-0.12053668025532363,0.992708874098054,0.0
iq,2001,1,2001-01-01,0.2547143,0.2285286,0.2505857,0.287,59.11,297.958571429,298.985714286,296.99,305.5,293.2,64.6,94.9557142857,59.11,18.6728571429,6.94285714286,27.3333333333,11.0,33.3,21.8,38.9,0,13.1885714286,16.0985714286,14.9,16.2442857143,291.092857143,294.52,293.305714286,294.717142857,60.6414285714,80.4085714286,68.5571428571,78.8857142857,302.0,300.342857143,301.028571429,301.264285714,28.2,26.6166666667,28.0,27.05,0.2650143,0.3387857,0.1658333,0.2519714,0.1690571,0.3168286,0.1824143,0.2538,0.2348667,0.3503429,0.2545667,0.3235143,0.3022429,0.2977,0.18625,0.3191,3.9,111.06,24.53,20.65,15.986666666700001,15.715000000025,300.442857143,300.5892857145,27.383333333333336,27.5375,78.66857142856666,76.1407142857,0.28617143333333334,0.2560869,0.23813810000000002,0.22420715000000002,0.27859843333333334,0.27259049999999996,0.29564763333333327,0.268298225,58.02333333333333,49.65,0.12053668025532305,0.992708874098054,0.0
